CreationDate,Id,LinkTypeId,PostId,RelatedPostId
2010-10-22T14:34:19.380,54060,1,244,1549
2010-10-22T21:34:54.470,54411,1,1869,132
2010-10-23T05:17:33.457,54484,1,1822,990
2010-10-24T05:31:51.233,54688,1,1865,244
2010-10-24T05:31:51.233,54689,1,1865,1726
2010-10-26T05:33:25.237,55853,1,1579,1232
2010-10-26T05:48:53.490,55904,1,1858,244
2010-10-26T06:51:45.027,55977,1,820,762
2010-10-26T06:51:45.027,55978,1,820,960
2010-10-26T06:51:45.027,55979,1,820,959
2010-10-26T15:25:17.957,56357,1,1774,1055
2010-10-26T18:49:45.313,56456,1,1678,535
2010-10-26T18:49:45.313,56457,1,1678,1755
2010-10-28T11:58:27.577,56916,1,1942,1449
2010-11-03T02:24:12.310,57559,1,1983,1980
2010-11-03T02:25:03.977,57560,1,1980,1983
2010-11-05T17:39:55.137,59895,1,2050,2042
2010-11-10T02:45:04.043,62138,1,2076,2061
2010-11-14T20:41:47.373,64307,1,2115,244
2010-11-15T13:09:47.913,64633,1,2119,1962
2010-11-15T13:12:42.937,64659,1,2120,2119
2010-11-19T01:17:01.790,65710,1,512,777
2010-11-23T13:37:46.360,67911,1,2174,2193
2010-11-24T05:52:20.753,68287,1,2206,296
2010-11-26T11:05:00.607,69113,1,2241,2231
2010-11-29T03:00:08.433,70189,1,2241,1663
2010-11-30T02:57:57.623,70690,1,2276,1121
2010-11-30T02:57:57.623,70691,1,2276,2188
2010-11-30T05:36:29.700,70917,1,2265,1247
2010-12-02T22:52:25.267,72243,1,725,2301
2010-12-09T21:59:20.943,76369,1,2350,2325
2010-12-09T22:20:08.297,76395,1,2349,573
2010-12-09T22:24:06.437,76396,1,2349,1917
2010-12-09T23:05:55.607,76472,1,2350,418
2010-12-12T17:01:25.010,77566,1,2365,692
2010-12-13T14:16:06.023,77967,1,2369,2350
2010-12-15T22:15:06.047,78937,1,2381,2319
2010-12-17T07:17:32.827,79463,1,2387,244
2010-12-17T18:53:00.940,79814,1,2392,1751
2010-12-17T21:08:28.440,79940,1,2301,725
2010-12-18T09:39:17.107,80166,1,2391,623
2010-12-20T06:01:52.973,80842,1,2410,801
2010-12-20T17:37:43.210,80968,1,2414,998
2010-12-22T06:17:41.417,81494,1,296,2294
2010-12-24T20:13:52.907,82445,1,2258,452
2010-12-25T21:29:30.453,82696,1,2434,689
2010-12-27T03:07:09.487,83097,1,2405,1663
2010-12-27T03:07:09.487,83098,1,2405,2241
2010-12-29T07:07:13.877,84174,1,2446,820
2011-01-06T13:12:03.617,88125,1,2479,463
2011-01-06T20:41:07.457,88201,1,463,2479
2011-01-10T15:09:37.663,90152,1,2488,296
2011-01-11T10:13:18.003,90722,1,2488,2355
2011-01-13T00:10:38.630,91498,1,2506,1195
2011-01-13T00:10:38.630,91499,1,2506,1136
2011-01-13T00:10:38.630,91500,1,2506,2357
2011-01-13T00:10:38.630,91501,1,2506,1247
2011-01-13T03:16:17.727,91652,1,2502,692
2011-01-13T03:16:17.727,91653,1,2502,1507
2011-01-13T12:26:54.217,91729,1,2513,2512
2011-01-13T14:21:41.970,91805,1,2516,1136
2011-01-13T14:22:00.613,91831,1,1136,2516
2011-01-13T16:45:22.627,91832,1,2512,367
2011-01-14T18:52:46.960,92229,1,2502,210
2011-01-15T19:37:49.420,93105,1,2540,130
2011-01-17T23:33:11.070,94581,1,2551,468
2011-01-19T11:43:24.293,95232,1,2571,1759
2011-01-21T06:09:56.673,95858,1,2580,1696
2011-01-21T06:09:56.673,95859,1,2580,2350
2011-01-21T06:10:59.730,95860,1,2580,1590
2011-01-22T01:13:01.140,96211,1,2590,2580
2011-01-24T10:29:33.827,97237,1,2096,990
2011-01-24T10:29:33.827,97238,1,2096,1073
2011-01-27T04:16:51.263,98289,1,2619,2535
2011-01-27T04:24:15.510,98290,1,2619,2294
2011-01-28T21:31:26.890,98841,1,2627,244
2011-01-29T15:23:39.397,99117,1,2636,2170
2011-01-30T04:58:30.183,99393,1,2639,1686
2011-01-30T20:25:36.040,99544,1,1644,1736
2011-01-31T21:13:15.580,99745,1,2644,244
2011-02-03T17:51:56.760,100271,1,2676,308
2011-02-03T17:53:17.240,100297,1,2676,41
2011-02-06T04:24:03.190,101223,1,2658,2704
2011-02-06T13:14:31.190,101274,1,2703,2705
2011-02-07T02:22:02.600,101500,1,2703,2704
2011-02-07T18:58:42.447,101901,1,2732,2401
2011-02-07T19:24:54.200,101977,1,2730,3
2011-02-07T19:24:54.200,101978,1,2730,321
2011-02-07T19:24:54.200,101979,1,2730,633
2011-02-07T20:43:35.760,102230,1,2703,633
2011-02-08T23:11:06.030,102859,1,2723,2698
2011-02-09T01:57:26.717,102960,1,2756,2689
2011-02-09T04:28:51.977,103036,1,2756,244
2011-02-09T04:32:52.020,103037,1,2756,1696
2011-02-09T10:46:42.450,103063,1,2756,89
2011-02-09T16:08:25.073,103314,1,2752,2028
2011-02-09T19:39:58.657,103340,1,2767,1091
2011-02-09T19:43:10.040,103341,1,2767,1298
2011-02-09T20:04:46.073,103342,1,2767,1912
2011-02-09T20:36:10.327,103343,1,2767,1195
2011-02-09T20:46:45.287,103369,1,2767,827
2011-02-09T21:59:45.403,103470,1,2771,2658
2011-02-09T21:59:45.403,103471,1,2771,244
2011-02-09T21:59:45.403,103472,1,2771,8
2011-02-10T01:42:56.047,103523,1,2767,573
2011-02-10T22:11:44.813,103574,1,2781,2767
2011-02-10T22:22:12.490,103625,1,2767,244
2011-02-11T17:19:57.133,103726,1,2789,244
2011-02-11T17:23:44.147,103727,1,2789,811
2011-02-11T18:55:32.017,104028,1,2767,2795
2011-02-11T19:29:01.807,104054,1,2767,2781
2011-02-12T19:44:19.763,104455,1,2795,244
2011-02-12T19:46:03.010,104456,1,2795,2319
2011-02-12T20:08:10.400,104657,1,2790,2376
2011-02-13T14:20:30.980,104833,1,2822,1061
2011-02-14T04:02:19.320,104884,1,2822,8
2011-02-15T19:46:38.287,105585,1,2851,2723
2011-02-15T19:47:21.220,105586,1,2851,2799
2011-02-15T19:59:37.527,105587,1,2851,2796
2011-02-15T20:59:51.750,105738,1,2796,2735
2011-02-15T21:02:45.290,105739,1,2796,2790
2011-02-16T00:36:42.483,105865,1,2859,2796
2011-02-16T22:32:35.250,106217,1,2875,2868
2011-02-17T00:12:19.133,106522,1,2871,2864
2011-02-17T17:59:54.770,106948,1,2894,2225
2011-02-17T23:09:47.703,107024,1,995,689
2011-02-18T01:09:04.920,107125,1,2903,692
2011-02-18T02:25:22.440,107251,1,2879,1689
2011-02-18T02:25:22.440,107252,1,2879,725
2011-02-18T04:51:41.767,107253,1,2908,2875
2011-02-18T04:53:04.513,107279,1,2875,2908
2011-02-18T05:07:42.253,107355,1,2875,2881
2011-02-18T05:07:42.253,107356,1,2875,2879
2011-02-18T05:33:29.127,107432,1,2913,2908
2011-02-18T05:41:36.700,107508,1,2875,2913
2011-02-19T02:40:15.907,107634,1,2923,1817
2011-02-19T03:45:37.043,107710,1,2925,2903
2011-02-19T03:48:27.053,107736,1,2925,2738
2011-02-19T06:10:07.183,107837,1,2924,244
2011-02-19T14:08:51.200,107888,1,573,1817
2011-02-19T23:04:10.533,108614,1,2950,2894
2011-02-20T01:36:17.913,108790,1,995,2924
2011-02-20T03:52:59.100,108791,1,2956,2940
2011-02-20T18:59:41.607,109117,1,2875,2064
2011-02-20T19:06:02.400,109118,1,2965,2064
2011-02-20T19:07:01.463,109169,1,2064,2965
2011-02-20T19:19:19.257,109170,1,2966,2875
2011-02-20T19:28:10.347,109222,1,2967,2875
2011-02-20T19:36:12.420,109323,1,2875,2967
2011-02-20T21:13:31.567,109324,1,2969,2950
2011-02-20T21:14:35.433,109350,1,2950,2969
2011-02-21T20:15:09.867,109701,1,2986,2969
2011-02-21T20:16:18.757,109777,1,2969,2986
2011-02-21T20:33:28.187,109953,1,2987,2986
2011-02-21T20:51:07.057,110004,1,2988,2913
2011-02-21T20:56:46.117,110030,1,2989,2913
2011-02-22T01:31:56.627,110206,1,2999,2767
2011-02-22T01:31:56.627,110207,1,2999,573
2011-02-22T01:48:49.937,110233,1,2999,937
2011-02-22T05:22:41.367,110234,1,937,236
2011-02-22T05:22:41.367,110235,1,937,141
2011-02-22T18:53:16.897,110461,1,995,1678
2011-02-22T18:58:30.577,110462,1,1678,995
2011-02-22T21:27:24.700,110538,1,2915,2950
2011-02-22T21:27:24.700,110539,1,2915,318
2011-02-22T22:23:14.160,110765,1,2915,2939
2011-02-23T05:14:24.950,110891,1,2915,2851
2011-02-23T16:59:31.797,111042,1,3010,244
2011-02-23T22:14:30.830,111093,1,2972,244
2011-02-23T22:39:45.453,111119,1,3028,244
2011-02-24T02:57:48.110,111370,1,2799,2697
2011-02-25T01:22:31.163,111546,1,2799,2903
2011-02-25T18:11:51.213,111874,1,2705,2903
2011-02-25T18:15:19.883,111875,1,2903,2705
2011-02-25T19:35:47.463,111876,1,3040,573
2011-02-25T20:38:07.093,111952,1,3040,244
2011-02-26T03:03:44.777,111953,1,1289,2915
2011-02-26T04:22:37.780,111954,1,3046,1726
2011-02-26T16:53:04.877,113105,1,3049,2767
2011-02-26T16:53:04.877,113106,1,3049,2795
2011-02-26T17:49:15.333,113357,1,2623,1827
2011-02-27T02:08:19.570,114808,1,3062,2704
2011-02-28T21:45:02.520,121534,1,3085,186
2011-02-28T21:45:02.520,121535,1,3085,816
2011-03-02T14:19:51.950,123511,1,2915,2969
2011-03-02T14:19:51.950,123512,1,2915,2986
2011-03-02T14:35:32.700,123513,1,2915,2903
2011-03-02T18:19:03.053,123539,1,689,1666
2011-03-02T18:23:00.053,123540,1,1666,689
2011-03-02T22:47:01.170,124291,1,3106,2664
2011-03-04T16:23:57.630,125792,1,3127,512
2011-03-05T22:13:21.697,126643,1,3106,244
2011-03-07T07:31:28.070,126969,1,3141,2381
2011-03-08T21:46:36.170,127495,1,3155,692
2011-03-08T22:16:35.837,127521,1,3111,244
2011-03-10T01:06:34.563,127647,1,3155,2903
2011-03-12T17:02:59.410,128323,1,2915,1466
2011-03-15T08:12:35.057,128974,1,3,2705
2011-03-16T00:26:33.517,129175,1,3197,244
2011-03-16T01:44:13.590,129201,1,3200,1916
2011-03-16T13:24:57.340,129427,1,2868,2908
2011-03-16T13:25:19.243,129428,1,2908,2868
2011-03-16T16:05:19.373,129504,1,3207,2927
2011-03-16T17:09:39.177,129530,1,3208,2705
2011-03-16T18:01:50.897,129581,1,1256,2868
2011-03-16T18:07:54.930,129582,1,1256,2908
2011-03-16T18:14:24.437,129583,1,1256,2913
2011-03-16T18:38:01.927,129609,1,3211,1256
2011-03-16T18:39:09.867,129635,1,1256,3211
2011-03-16T19:02:22.773,129686,1,3211,2868
2011-03-17T03:14:28.900,129762,1,3219,2767
2011-03-17T04:08:54.657,129788,1,3221,2795
2011-03-21T19:40:44.840,130715,1,3247,2787
2011-03-21T21:04:56.390,130741,1,3247,1041
2011-03-22T12:03:21.937,131117,1,3247,1696
2011-03-22T12:03:21.937,131118,1,3247,2781
2011-03-24T22:09:29.390,131569,1,2950,318
2011-03-25T16:22:40.487,131896,1,3282,2915
2011-03-25T16:22:40.487,131897,1,3282,631
2011-03-25T16:44:13.830,131973,1,3282,2871
2011-03-27T14:48:11.717,132799,1,3280,3283
2011-03-27T17:54:26.033,132875,1,3290,2767
2011-03-27T21:51:43.840,132951,1,3282,3040
2011-03-28T02:14:14.737,133052,1,3294,781
2011-03-28T11:43:15.697,133228,1,3290,3049
2011-03-28T16:16:20.780,133279,1,2056,244
2011-03-28T18:48:01.937,133480,1,3304,2903
2011-03-28T18:48:01.937,133481,1,3304,2703
2011-03-28T19:04:07.513,133707,1,2703,3304
2011-03-28T19:08:42.253,133733,1,2903,3304
2011-03-28T19:26:58.853,133759,1,3302,2940
2011-03-28T20:12:43.317,133860,1,1326,874
2011-03-28T20:12:43.317,133861,1,1326,2787
2011-04-03T12:47:36.440,144362,1,3349,166
2011-04-07T18:24:36.253,147088,1,3374,2479
2011-04-10T20:37:05.507,148514,1,3366,1644
2011-04-11T04:04:15.367,148740,1,3394,3289
2011-04-11T19:24:35.120,149191,1,3385,244
2011-04-16T20:50:23.453,151217,1,3450,3449
2011-04-17T03:57:01.813,151568,1,3449,3028
2011-04-17T21:21:38.753,152020,1,3449,2047
2011-04-18T18:43:16.147,152396,1,3466,3449
2011-04-18T18:46:30.047,152422,1,3449,3466
2011-04-18T22:43:24.813,152623,1,3412,3466
2011-04-24T10:02:19.490,154849,1,3533,1232
2011-04-24T14:14:51.243,154900,1,3532,2225
2011-04-25T14:46:40.857,155201,1,2225,2894
2011-04-25T14:47:08.250,155202,1,3532,2894
2011-04-27T09:18:59.860,155703,1,3553,3449
2011-04-27T20:36:19.297,155929,1,3449,3553
2011-04-28T19:20:37.057,156805,1,3563,2449
2011-04-29T01:33:54.307,157106,1,3553,3028
2011-05-01T04:01:22.113,160932,1,3570,3
2011-05-01T17:28:16.350,161958,1,3584,925
2011-05-03T19:50:01.670,164359,1,3604,1549
2011-05-06T13:12:21.093,165285,1,3642,3591
2011-05-06T13:12:21.093,165286,1,3642,3219
2011-05-08T00:09:46.260,165662,1,3653,3470
2011-05-08T12:15:04.820,165713,1,3662,2781
2011-05-08T13:38:49.007,165714,1,3567,573
2011-05-09T00:13:57.570,165965,1,3669,244
2011-05-11T19:18:24.053,170391,1,1678,244
2011-05-11T19:45:07.513,170394,1,3570,2703
2011-05-11T19:51:55.290,170420,1,3570,2925
2011-05-12T02:11:54.293,170871,1,3720,2781
2011-05-12T02:11:54.293,170872,1,3720,1429
2011-05-12T02:11:54.293,170873,1,3720,210
2011-05-12T02:11:54.293,170874,1,3720,164
2011-05-12T21:04:12.580,171725,1,2703,3570
2011-05-12T21:12:11.157,171826,1,2703,3
2011-05-13T02:48:48.337,171977,1,3744,244
2011-05-13T02:55:11.483,172028,1,3744,1055
2011-05-13T20:38:49.547,172679,1,240,244
2011-05-14T16:46:45.997,173080,1,3720,2756
2011-05-14T16:46:45.997,173081,1,3720,244
2011-05-14T23:34:47.377,173457,1,3720,3729
2011-05-19T09:41:09.450,176008,1,3788,3663
2011-05-19T10:41:47.953,176009,1,3812,1678
2011-05-19T11:53:37.400,176035,1,3812,535
2011-05-22T20:07:11.190,177211,1,1500,3855
2011-05-23T15:58:29.713,177687,1,3871,827
2011-05-23T17:36:10.980,177688,1,3868,573
2011-05-24T14:13:30.213,178214,1,3905,1168
2011-05-24T14:14:03.940,178240,1,1168,3905
2011-05-25T03:24:11.420,178716,1,3912,3906
2011-05-25T16:22:25.077,178767,1,3890,27
2011-05-25T20:58:07.983,179069,1,3934,3532
2011-05-26T02:14:27.140,179270,1,3532,3934
2011-05-26T11:23:26.317,179471,1,3846,2795
2011-05-27T22:08:23.320,180322,1,3963,3549
2011-05-29T23:13:14.363,181673,1,3981,3666
2011-05-29T23:13:14.363,181674,1,3981,3724
2011-05-31T18:28:21.763,184500,1,3999,244
2011-06-01T18:14:01.870,186426,1,1849,244
2011-06-01T18:14:01.870,186427,1,1849,4025
2011-06-02T13:28:48.770,187303,1,4039,3997
2011-06-02T13:58:54.967,187479,1,4038,51
2011-06-02T13:58:54.967,187480,1,4038,1007
2011-06-02T13:58:54.967,187481,1,4038,2319
2011-06-02T13:58:54.967,187482,1,4038,3963
2011-06-02T13:58:54.967,187483,1,4038,235
2011-06-02T16:18:19.060,187759,1,4046,762
2011-06-06T23:17:12.127,190660,1,4081,3450
2011-06-07T11:23:55.967,190911,1,4120,3450
2011-06-08T23:39:58.250,191637,1,4141,244
2011-06-09T01:45:00.050,191663,1,4148,3957
2011-06-09T20:07:15.040,192414,1,4164,4086
2011-06-09T20:29:06.627,192490,1,4164,573
2011-06-09T20:32:21.643,192516,1,4086,4164
2011-06-09T23:02:18.597,192742,1,4168,188
2011-06-10T02:09:27.470,193168,1,4171,2767
2011-06-10T09:46:10.063,193769,1,4174,1500
2011-06-10T14:06:53.733,194120,1,4164,2781
2011-06-10T16:00:58.393,194346,1,4183,221
2011-06-12T16:16:18.567,197097,1,4210,4203
2011-06-14T13:08:18.097,198973,1,4219,4062
2011-06-14T13:23:29.290,198974,1,4219,2285
2011-06-14T20:31:25.303,199200,1,4245,2699
2011-06-14T20:32:36.430,199226,1,2699,4245
2011-06-14T23:15:55.553,199502,1,2699,4251
2011-06-15T18:50:35.570,200553,1,4264,4249
2011-06-15T23:22:41.780,200704,1,4266,4010
2011-06-16T20:57:02.010,201582,1,4284,699
2011-06-16T22:46:05.453,201658,1,4273,3939
2011-06-17T04:56:46.670,201834,1,4294,3221
2011-06-17T08:11:49.343,201835,1,4298,4249
2011-06-17T08:11:49.343,201836,1,4298,4264
2011-06-17T17:42:29.173,202187,1,4303,3164
2011-06-17T17:42:29.173,202188,1,4303,141
2011-06-18T10:44:41.787,202564,1,4317,2096
2011-06-18T10:44:41.787,202565,1,4317,3230
2011-06-19T16:40:42.620,203491,1,4344,4317
2011-06-19T16:41:30.943,203517,1,4317,4344
2011-06-20T00:22:55.327,203693,1,4341,3449
2011-06-20T00:25:27.020,203694,1,4341,244
2011-06-20T01:48:08.213,203720,1,244,4341
2011-06-21T13:19:36.150,204471,1,4372,2189
2011-06-21T22:08:45.713,204672,1,3678,4236
2011-06-22T01:20:12.943,204798,1,4368,3906
2011-06-22T04:29:34.380,204849,1,4390,3868
2011-06-22T04:54:19.213,204850,1,4390,1667
2011-06-22T09:39:34.007,204976,1,4385,4294
2011-06-23T10:57:31.753,205577,1,4411,4141
2011-06-23T22:45:52.380,205903,1,4423,244
2011-06-25T16:40:17.303,206879,1,4456,781
2011-06-26T01:27:45.737,207055,1,4460,4404
2011-06-27T03:33:30.630,207706,1,4411,244
2011-06-27T03:35:33.973,207707,1,2796,244
2011-06-27T04:34:26.187,207758,1,4486,295
2011-06-27T22:59:29.080,208534,1,4504,4063
2011-06-28T11:48:55.400,208860,1,2369,4508
2011-06-28T12:35:05.807,208936,1,4530,1304
2011-06-28T16:44:25.107,209387,1,244,2056
2011-06-29T19:42:17.237,210638,1,4555,3727
2011-06-29T23:18:38.730,211139,1,4555,4568
2011-06-30T05:29:33.443,211440,1,4552,4223
2011-06-30T10:11:51.187,211716,1,4576,2207
2011-07-01T15:09:08.340,213392,1,4593,2781
2011-07-01T18:53:44.687,213568,1,4596,4479
2011-07-01T22:18:28.977,213719,1,4599,3
2011-07-01T23:12:21.113,214020,1,4602,1235
2011-07-02T11:14:43.003,214846,1,4607,2369
2011-07-04T04:06:56.503,217322,1,4635,4202
2011-07-04T04:13:53.870,217398,1,4203,4635
2011-07-04T15:05:45.137,217624,1,4640,2583
2011-07-05T21:03:00.530,218600,1,4658,937
2011-07-05T21:03:00.530,218601,1,4658,141
2011-07-05T21:17:07.430,218602,1,4658,1529
2011-07-06T03:24:21.123,218728,1,4620,190
2011-07-06T05:05:31.357,218804,1,4674,4285
2011-07-06T05:05:31.357,218805,1,4674,959
2011-07-08T17:41:59.220,220856,1,4736,4164
2011-07-09T00:34:40.397,221107,1,4740,3408
2011-07-09T18:22:28.620,221558,1,4753,244
2011-07-09T19:44:07.053,221609,1,4740,502
2011-07-12T09:55:06.213,225260,1,4799,2790
2011-07-13T04:24:50.997,226036,1,4813,4530
2011-07-13T07:01:45.227,226312,1,4806,5
2011-07-14T02:13:38.820,227488,1,4856,2781
2011-07-14T02:16:34.780,227514,1,4856,4830
2011-07-14T02:16:34.780,227515,1,4856,4817
2011-07-15T01:27:53.620,228516,1,4813,4690
2011-07-15T06:19:23.607,228767,1,4873,2488
2011-07-15T06:19:23.607,228768,1,4873,296
2011-07-17T14:44:52.490,230969,1,4904,141
2011-07-18T18:38:54.077,232270,1,4813,4833
2011-07-18T21:37:11.660,232521,1,4918,20
2011-07-19T01:22:49.510,232872,1,4938,2787
2011-07-20T19:13:43.937,234573,1,4971,2787
2011-07-20T19:13:43.937,234574,1,4971,132
2011-07-21T03:22:39.047,234725,1,4975,4971
2011-07-21T05:39:15.953,234826,1,4979,1506
2011-07-21T05:39:15.953,234827,1,4979,228
2011-07-23T01:20:04.340,235878,1,5027,2781
2011-07-23T01:20:04.340,235879,1,5027,89
2011-07-24T21:13:46.173,236930,1,5043,2824
2011-07-25T12:43:52.910,237481,1,5052,4118
2011-07-26T18:47:10.493,238257,1,4208,3062
2011-07-26T18:47:10.493,238258,1,4208,2704
2011-07-27T09:20:28.480,239034,1,5076,1696
2011-07-27T13:48:05.433,239185,1,743,612
2011-07-27T14:30:38.920,239261,1,5084,4813
2011-07-27T20:15:13.397,239512,1,5084,689
2011-07-28T01:50:39.010,239738,1,5094,5076
2011-07-28T11:34:13.023,239939,1,5076,2703
2011-07-28T11:34:13.023,239940,1,5076,2903
2011-07-28T14:20:33.190,240041,1,5106,244
2011-07-28T20:48:24.133,240467,1,5111,244
2011-07-28T22:10:33.480,240543,1,4967,4460
2011-07-29T16:15:32.627,241619,1,5124,5114
2011-07-31T23:53:26.520,245070,1,5158,5159
2011-08-01T20:42:27.027,245896,1,5129,2908
2011-08-02T00:47:41.997,246197,1,5094,1826
2011-08-02T01:24:10.810,246223,1,5169,4975
2011-08-02T13:59:34.697,246949,1,5173,5169
2011-08-02T17:09:16.643,247225,1,5195,3470
2011-08-02T21:23:55.713,247701,1,5206,5176
2011-08-02T21:25:20.917,247752,1,5176,5206
2011-08-03T02:26:47.670,248053,1,3470,5195
2011-08-04T18:21:02.307,250304,1,5119,5006
2011-08-05T10:50:43.253,250855,1,5284,2787
2011-08-05T19:52:44.843,251081,1,5297,2787
2011-08-06T00:38:53.767,251232,1,5302,5284
2011-08-07T17:29:48.537,252433,1,5321,3868
2011-08-08T09:57:21.300,252984,1,5333,5136
2011-08-09T08:04:56.437,253735,1,5353,5350
2011-08-09T08:04:56.437,253736,1,5353,5336
2011-08-09T11:55:16.080,253837,1,5360,3902
2011-08-09T20:06:10.773,254413,1,5364,452
2011-08-12T16:51:37.500,257764,1,5417,5343
2011-08-14T10:22:45.893,260215,1,5446,2188
2011-08-15T04:25:54.613,261316,1,5384,3341
2011-08-15T16:04:31.537,261967,1,5446,5136
2011-08-16T12:31:52.297,262968,1,5487,5474
2011-08-16T15:21:12.313,263269,1,5488,4618
2011-08-19T00:47:50.320,265595,1,5539,44
2011-08-19T13:25:54.650,266071,1,5546,2744
2011-08-19T13:26:19.327,266097,1,5546,471
2011-08-19T13:55:10.153,266148,1,5558,1952
2011-08-22T16:18:13.470,269674,1,5611,296
2011-08-22T16:18:13.470,269675,1,5611,2355
2011-08-22T16:18:13.470,269676,1,5611,2488
