Class,Date,Id,Name,TagBased,UserId
3,2010-08-25T20:06:49.437,65,Autobiographer,False,47
3,2010-08-25T20:06:49.437,66,Autobiographer,False,48
3,2010-08-25T20:06:49.453,67,Autobiographer,False,52
3,2010-08-25T20:06:49.453,68,Autobiographer,False,53
3,2010-08-25T20:11:49.270,69,Teacher,False,27
3,2010-08-25T20:11:49.380,70,Teacher,False,28
3,2010-08-25T20:11:49.397,71,Teacher,False,43
3,2010-08-25T20:11:49.427,72,Teacher,False,47
3,2010-08-25T20:11:49.460,73,Student,False,15
3,2010-08-25T20:11:49.473,74,Student,False,36
3,2010-08-25T20:11:49.507,75,Student,False,44
3,2010-08-25T20:11:49.537,76,Editor,False,23
3,2010-08-25T20:11:49.567,77,Supporter,False,52
3,2010-08-25T20:11:49.567,78,Supporter,False,54
3,2010-08-25T20:11:49.567,79,Supporter,False,56
3,2010-08-25T20:11:49.567,80,Supporter,False,58
3,2010-08-25T20:11:49.583,81,Autobiographer,False,55
3,2010-08-25T20:11:49.600,82,Autobiographer,False,58
3,2010-08-25T20:16:49.293,83,Student,False,25
3,2010-08-25T20:16:49.433,84,Supporter,False,9
3,2010-08-25T20:16:49.433,85,Supporter,False,33
3,2010-08-25T20:16:49.433,86,Supporter,False,44
3,2010-08-25T20:16:49.447,87,Autobiographer,False,59
3,2010-08-25T20:16:49.447,88,Autobiographer,False,60
3,2010-08-25T20:16:49.463,89,Autobiographer,False,61
3,2010-08-25T20:21:49.250,90,Teacher,False,29
3,2010-08-25T20:21:49.360,91,Teacher,False,33
3,2010-08-25T20:21:49.453,92,Teacher,False,51
3,2010-08-25T20:21:49.500,93,Teacher,False,59
3,2010-08-25T20:21:49.533,94,Editor,False,28
3,2010-08-25T20:21:49.657,95,Supporter,False,59
3,2010-08-25T20:21:49.657,96,Supporter,False,61
3,2010-08-25T20:21:49.673,97,Supporter,False,62
3,2010-08-25T20:21:49.673,98,Supporter,False,63
3,2010-08-25T20:21:49.687,99,Critic,False,61
3,2010-08-25T20:21:49.703,100,Autobiographer,False,63
3,2010-08-25T20:26:49.333,101,Teacher,False,20
3,2010-08-25T20:26:49.413,102,Student,False,52
3,2010-08-25T20:26:49.460,103,Editor,False,47
3,2010-08-25T20:26:49.490,104,Supporter,False,29
3,2010-08-25T20:26:49.490,105,Supporter,False,43
3,2010-08-25T20:26:49.490,106,Supporter,False,50
3,2010-08-25T20:26:49.507,107,Supporter,False,51
3,2010-08-25T20:26:49.507,108,Supporter,False,64
3,2010-08-25T20:31:49.310,109,Teacher,False,48
3,2010-08-25T20:31:49.480,110,Student,False,56
3,2010-08-25T20:31:49.560,111,Editor,False,29
3,2010-08-25T20:31:49.777,112,Autobiographer,False,68
3,2010-08-25T20:31:50.057,113,Scholar,False,29
3,2010-08-25T20:36:49.563,114,Student,False,63
3,2010-08-25T20:36:49.643,115,Supporter,False,37
3,2010-08-25T20:36:49.643,116,Supporter,False,69
3,2010-08-25T20:36:49.657,117,Autobiographer,False,69
3,2010-08-25T20:36:49.673,118,Autobiographer,False,70
3,2010-08-25T20:41:49.367,119,Supporter,False,68
3,2010-08-25T20:41:49.397,120,Supporter,False,73
3,2010-08-25T20:41:49.430,122,Autobiographer,False,73
3,2010-08-25T20:46:49.387,123,Teacher,False,50
3,2010-08-25T20:46:49.450,124,Teacher,False,55
3,2010-08-25T20:46:49.543,125,Student,False,47
3,2010-08-25T20:46:49.590,126,Editor,False,37
3,2010-08-25T20:46:49.637,127,Organizer,False,29
3,2010-08-25T20:46:49.683,128,Supporter,False,32
3,2010-08-25T20:46:49.700,129,Autobiographer,False,76
3,2010-08-25T20:46:49.730,130,Commentator,False,29
3,2010-08-25T20:51:49.393,131,Student,False,71
3,2010-08-25T20:51:49.580,132,Supporter,False,71
3,2010-08-25T20:51:49.613,133,Autobiographer,False,77
3,2010-08-25T20:51:49.627,134,Autobiographer,False,78
3,2010-08-25T20:56:49.400,135,Teacher,False,46
3,2010-08-25T20:56:49.477,136,Teacher,False,56
3,2010-08-25T20:56:49.507,137,Supporter,False,77
3,2010-08-25T20:56:49.523,138,Critic,False,29
3,2010-08-25T21:01:49.437,139,Supporter,False,11
3,2010-08-25T21:01:49.437,140,Supporter,False,76
3,2010-08-25T21:01:49.450,141,Autobiographer,False,79
3,2010-08-25T21:01:49.483,142,Nice Answer,False,23
3,2010-08-25T21:06:49.427,143,Teacher,False,71
3,2010-08-25T21:06:49.690,144,Editor,False,50
3,2010-08-25T21:06:49.923,145,Organizer,False,76
3,2010-08-25T21:06:50.080,146,Critic,False,8
3,2010-08-25T21:11:49.430,147,Critic,False,69
3,2010-08-25T21:16:49.443,148,Teacher,False,68
3,2010-08-25T21:16:49.600,149,Editor,False,71
3,2010-08-25T21:16:49.693,150,Supporter,False,47
3,2010-08-25T21:21:49.550,151,Student,False,73
3,2010-08-25T21:21:49.693,152,Editor,False,73
3,2010-08-25T21:21:49.723,153,Supporter,False,79
3,2010-08-25T21:26:49.550,154,Teacher,False,69
3,2010-08-25T21:26:49.610,155,Editor,False,35
3,2010-08-25T21:26:49.673,156,Supporter,False,49
3,2010-08-25T21:26:49.720,157,Autobiographer,False,82
3,2010-08-25T21:31:49.547,158,Teacher,False,8
3,2010-08-25T21:31:49.610,159,Supporter,False,26
3,2010-08-25T21:31:49.610,160,Supporter,False,80
3,2010-08-25T21:31:49.623,161,Critic,False,80
3,2010-08-25T21:31:49.640,162,Autobiographer,False,49
3,2010-08-25T21:36:49.857,163,Supporter,False,83
3,2010-08-25T21:36:49.873,164,Critic,False,49
3,2010-08-25T21:41:49.510,165,Teacher,False,49
3,2010-08-25T21:41:49.637,166,Student,False,26
3,2010-08-25T21:41:49.697,167,Critic,False,79
3,2010-08-25T21:46:49.663,168,Commentator,False,8
3,2010-08-25T21:51:49.533,169,Teacher,False,73
3,2010-08-25T21:56:49.657,170,Critic,False,44
3,2010-08-25T22:01:49.590,171,Student,False,83
3,2010-08-25T22:01:49.790,172,Organizer,False,8
3,2010-08-25T22:16:49.693,173,Supporter,False,87
3,2010-08-25T22:16:49.820,174,Mortarboard,False,23
3,2010-08-25T22:21:49.843,175,Autobiographer,False,91
3,2010-08-25T22:31:49.753,176,Teacher,False,84
3,2010-08-25T22:31:49.893,177,Supporter,False,94
3,2010-08-25T22:31:49.910,178,Autobiographer,False,94
3,2010-08-25T22:36:49.967,179,Teacher,False,87
3,2010-08-25T22:36:50.030,180,Student,False,68
3,2010-08-25T22:36:50.060,181,Editor,False,56
3,2010-08-25T22:36:50.123,182,Supporter,False,39
3,2010-08-25T22:36:50.137,183,Supporter,False,91
3,2010-08-25T22:36:50.137,184,Supporter,False,95
3,2010-08-25T22:36:50.153,185,Autobiographer,False,95
3,2010-08-25T22:41:49.913,186,Supporter,False,30
3,2010-08-25T22:41:49.930,187,Supporter,False,90
3,2010-08-25T22:41:49.943,188,Scholar,False,56
3,2010-08-25T22:46:49.860,189,Autobiographer,False,97
3,2010-08-25T22:56:49.923,190,Editor,False,90
3,2010-08-25T23:01:50.027,191,Student,False,90
3,2010-08-25T23:01:50.150,192,Supporter,False,98
3,2010-08-25T23:01:50.197,193,Scholar,False,90
3,2010-08-25T23:11:50.180,194,Mortarboard,False,32
3,2010-08-25T23:26:50.127,195,Supporter,False,103
3,2010-08-25T23:26:50.140,196,Autobiographer,False,104
3,2010-08-25T23:31:50.163,197,Supporter,False,104
3,2010-08-25T23:36:50.327,198,Critic,False,67
3,2010-08-25T23:46:50.233,199,Student,False,102
3,2010-08-25T23:46:50.327,200,Student,False,105
3,2010-08-25T23:46:50.373,201,Supporter,False,102
3,2010-08-25T23:51:50.193,202,Teacher,False,102
3,2010-08-26T00:06:50.340,203,Supporter,False,106
3,2010-08-26T00:06:50.357,204,Scholar,False,6
3,2010-08-26T00:26:50.400,205,Teacher,False,62
3,2010-08-26T00:36:50.583,206,Student,False,32
3,2010-08-26T00:41:50.430,207,Commentator,False,50
3,2010-08-26T00:56:50.387,208,Supporter,False,107
3,2010-08-26T00:56:50.387,209,Autobiographer,False,107
3,2010-08-26T01:01:50.500,210,Autobiographer,False,109
3,2010-08-26T01:31:50.503,212,Teacher,False,61
3,2010-08-26T01:31:50.597,213,Teacher,False,96
3,2010-08-26T01:31:50.657,214,Scholar,False,28
3,2010-08-26T01:31:50.707,215,Commentator,False,28
3,2010-08-26T02:01:50.520,216,Teacher,False,107
3,2010-08-26T02:01:50.660,217,Student,False,109
3,2010-08-26T02:31:50.600,218,Supporter,False,113
3,2010-08-26T02:31:50.617,219,Autobiographer,False,113
3,2010-08-26T02:41:50.657,220,Teacher,False,113
3,2010-08-26T02:41:50.813,221,Supporter,False,105
3,2010-08-26T02:51:50.840,222,Supporter,False,115
3,2010-08-26T02:51:50.840,223,Autobiographer,False,32
3,2010-08-26T02:56:50.690,224,Teacher,False,106
3,2010-08-26T03:01:50.820,225,Nice Question,False,63
3,2010-08-26T03:21:50.903,226,Critic,False,21
3,2010-08-26T03:41:50.983,227,Scholar,False,105
3,2010-08-26T03:41:51.140,228,Nice Answer,False,23
3,2010-08-26T03:46:50.887,229,Editor,False,32
3,2010-08-26T03:46:51.150,230,Critic,False,5
3,2010-08-26T04:01:50.983,231,Critic,False,105
3,2010-08-26T04:31:51.100,232,Organizer,False,105
3,2010-08-26T04:41:51.150,233,Autobiographer,False,119
3,2010-08-26T05:06:51.270,234,Supporter,False,120
3,2010-08-26T05:36:51.190,235,Editor,False,113
3,2010-08-26T05:41:51.247,236,Organizer,False,32
3,2010-08-26T05:46:51.207,237,Teacher,False,12
3,2010-08-26T05:51:51.197,238,Supporter,False,122
3,2010-08-26T05:51:51.213,239,Autobiographer,False,122
3,2010-08-26T06:16:51.323,240,Autobiographer,False,124
3,2010-08-26T06:46:51.277,241,Teacher,False,79
3,2010-08-26T06:46:51.323,242,Editor,False,26
3,2010-08-26T06:56:51.210,243,Autobiographer,False,125
3,2010-08-26T07:16:51.203,244,Supporter,False,125
3,2010-08-26T07:21:51.143,245,Supporter,False,126
3,2010-08-26T07:46:51.173,246,Autobiographer,False,127
3,2010-08-26T07:46:51.203,247,Autobiographer,False,128
3,2010-08-26T07:56:51.137,248,Student,False,126
3,2010-08-26T08:01:51.203,249,Supporter,False,129
3,2010-08-26T08:01:51.237,250,Autobiographer,False,129
3,2010-08-26T08:06:51.163,251,Teacher,False,126
3,2010-08-26T08:26:51.123,252,Scholar,False,73
3,2010-08-26T08:31:56.963,253,Supporter,False,128
3,2010-08-26T08:51:56.813,254,Autobiographer,False,131
3,2010-08-26T08:56:56.833,255,Supporter,False,131
3,2010-08-26T09:06:56.783,256,Student,False,127
3,2010-08-26T09:06:56.953,257,Editor,False,79
3,2010-08-26T09:11:56.947,258,Teacher,False,131
3,2010-08-26T09:21:56.783,259,Teacher,False,120
3,2010-08-26T09:21:56.847,260,Student,False,122
3,2010-08-26T09:21:56.893,261,Supporter,False,25
3,2010-08-26T09:41:56.863,262,Teacher,False,37
3,2010-08-26T10:01:56.800,263,Supporter,False,132
3,2010-08-26T10:06:56.747,264,Supporter,False,130
3,2010-08-26T10:36:56.833,265,Student,False,97
3,2010-08-26T10:41:56.747,266,Editor,False,131
3,2010-08-26T11:06:56.753,267,Supporter,False,97
3,2010-08-26T11:11:56.777,268,Scholar,False,97
3,2010-08-26T11:31:56.777,269,Teacher,False,130
3,2010-08-26T11:36:56.783,270,Teacher,False,25
3,2010-08-26T11:36:56.830,271,Teacher,False,132
3,2010-08-26T11:36:56.860,272,Student,False,40
3,2010-08-26T11:56:56.703,273,Editor,False,97
3,2010-08-26T12:06:56.673,274,Student,False,131
3,2010-08-26T12:21:56.897,275,Teacher,False,97
3,2010-08-26T12:51:56.663,276,Critic,False,87
3,2010-08-26T13:21:56.777,277,Organizer,False,50
3,2010-08-26T13:21:56.853,278,Supporter,False,109
3,2010-08-26T13:21:56.870,279,Scholar,False,109
3,2010-08-26T13:46:56.583,280,Editor,False,66
3,2010-08-26T13:51:56.573,281,Supporter,False,101
3,2010-08-26T14:06:56.607,282,Autobiographer,False,133
3,2010-08-26T14:11:56.580,283,Student,False,101
3,2010-08-26T14:11:56.737,284,Supporter,False,133
3,2010-08-26T14:11:56.767,285,Scholar,False,8
3,2010-08-26T14:21:56.700,286,Nice Question,False,28
3,2010-08-26T14:26:56.613,287,Student,False,115
3,2010-08-26T14:26:56.753,288,Editor,False,19
3,2010-08-26T14:26:56.817,289,Supporter,False,66
3,2010-08-26T14:31:56.680,290,Organizer,False,131
3,2010-08-26T14:51:56.687,291,Student,False,134
3,2010-08-26T14:56:56.693,292,Editor,False,8
3,2010-08-26T14:56:56.770,293,Supporter,False,70
3,2010-08-26T14:56:56.787,294,Supporter,False,134
3,2010-08-26T15:01:56.823,295,Organizer,False,134
3,2010-08-26T15:01:56.963,296,Supporter,False,96
3,2010-08-26T15:16:56.787,297,Nice Answer,False,131
2,2010-08-26T16:16:56.983,298,Enlightened,False,131
3,2010-08-26T16:21:57.040,299,Scholar,False,32
3,2010-08-26T16:31:57.183,300,Teacher,False,44
3,2010-08-26T16:31:57.260,301,Teacher,False,66
3,2010-08-26T16:36:57.037,302,Critic,False,23
3,2010-08-26T16:41:57.030,303,Supporter,False,23
3,2010-08-26T17:01:57.033,304,Autobiographer,False,138
3,2010-08-26T17:21:57.233,305,Self-Learner,False,97
3,2010-08-26T17:41:57.153,306,Scholar,False,122
3,2010-08-26T18:06:57.143,307,Supporter,False,139
3,2010-08-26T18:11:57.150,308,Autobiographer,False,140
3,2010-08-26T18:16:57.247,309,Student,False,76
3,2010-08-26T18:21:57.177,310,Student,False,86
3,2010-08-26T18:21:57.270,311,Student,False,138
3,2010-08-26T18:26:57.180,312,Teacher,False,139
3,2010-08-26T18:36:57.270,313,Mortarboard,False,50
3,2010-08-26T18:51:57.223,314,Scholar,False,101
3,2010-08-26T18:56:57.737,315,Supporter,False,140
3,2010-08-26T19:11:57.137,316,Commentator,False,23
3,2010-08-26T19:46:57.067,317,Autobiographer,False,23
3,2010-08-26T19:51:57.133,318,Organizer,False,23
3,2010-08-26T20:21:57.213,319,Student,False,107
3,2010-08-26T20:31:57.193,320,Critic,False,19
3,2010-08-26T20:41:57.253,321,Student,False,31
3,2010-08-26T20:46:57.350,322,Editor,False,76
3,2010-08-26T21:26:57.607,323,Supporter,False,138
3,2010-08-26T22:52:04.260,324,Scholar,False,115
3,2010-08-26T23:12:04.400,325,Teacher,False,134
3,2010-08-27T02:37:04.817,326,Critic,False,76
3,2010-08-27T03:37:04.890,327,Teacher,False,115
3,2010-08-27T04:02:05.007,328,Autobiographer,False,141
3,2010-08-27T04:12:04.997,329,Scholar,False,7
3,2010-08-27T04:22:05.093,330,Supporter,False,136
3,2010-08-27T05:27:05.293,331,Student,False,23
3,2010-08-27T05:32:05.363,332,Commentator,False,73
3,2010-08-27T05:37:05.373,333,Organizer,False,73
3,2010-08-27T08:52:05.243,334,Scholar,False,131
3,2010-08-27T09:02:05.303,336,Critic,False,25
3,2010-08-27T09:07:05.230,337,Scholar,False,25
3,2010-08-27T09:17:05.170,338,Commentator,False,33
3,2010-08-27T09:32:05.147,339,Teacher,False,136
3,2010-08-27T09:37:05.160,340,Critic,False,115
3,2010-08-27T09:57:05.367,341,Student,False,139
3,2010-08-27T10:42:05.243,342,Editor,False,115
3,2010-08-27T12:12:05.477,343,Autobiographer,False,145
3,2010-08-27T12:12:05.493,344,Scholar,False,127
3,2010-08-27T13:07:05.260,345,Scholar,False,68
3,2010-08-27T13:37:05.213,347,Supporter,False,41
3,2010-08-27T13:37:05.213,348,Critic,False,41
3,2010-08-27T14:27:05.380,349,Scholar,False,23
3,2010-08-27T14:57:05.333,350,Teacher,False,41
3,2010-08-27T15:52:05.463,351,Scholar,False,31
3,2010-08-27T16:12:05.473,352,Supporter,False,31
3,2010-08-27T16:17:05.513,353,Supporter,False,67
3,2010-08-27T16:37:05.613,354,Scholar,False,21
3,2010-08-27T16:42:05.577,355,Editor,False,21
3,2010-08-27T16:57:05.620,356,Scholar,False,35
3,2010-08-27T17:12:05.580,357,Teacher,False,9
3,2010-08-27T19:22:05.437,358,Student,False,21
3,2010-08-27T19:22:05.547,359,Nice Answer,False,47
2,2010-08-27T20:17:05.717,360,Enlightened,False,47
3,2010-08-27T21:07:05.943,361,Promoter,False,11
3,2010-08-27T22:22:06.107,362,Teacher,False,21
3,2010-08-27T22:42:06.190,363,Supporter,False,147
3,2010-08-27T22:42:06.220,364,Scholar,False,147
3,2010-08-27T23:24:09.027,365,Nice Answer,False,30
3,2010-08-28T08:42:08.820,366,Teacher,False,67
3,2010-08-28T08:47:08.687,367,Nice Answer,False,28
3,2010-08-28T08:52:08.697,368,Student,False,11
3,2010-08-28T09:07:24.650,369,Autobiographer,False,148
3,2010-08-28T10:08:03.083,370,Student,False,147
3,2010-08-28T10:13:03.043,371,Teacher,False,147
3,2010-08-28T10:13:03.200,372,Student,False,146
3,2010-08-28T10:18:03.037,373,Organizer,False,79
3,2010-08-28T10:38:20.390,374,Commentator,False,79
3,2010-08-28T15:49:43.947,375,Editor,False,147
3,2010-08-28T18:44:44.277,376,Teacher,False,122
3,2010-08-28T20:39:44.377,378,Teacher,False,76
3,2010-08-28T20:39:44.610,379,Scholar,False,94
3,2010-08-28T21:14:59.137,380,Autobiographer,False,153
3,2010-08-28T21:29:59.290,381,Autobiographer,False,154
3,2010-08-28T22:15:35.113,382,Teacher,False,153
3,2010-08-29T01:25:37.427,384,Teacher,False,112
3,2010-08-29T04:11:26.707,385,Supporter,False,157
3,2010-08-29T05:21:57.603,386,Autobiographer,False,158
3,2010-08-29T05:26:57.530,387,Teacher,False,157
3,2010-08-29T05:26:57.670,388,Supporter,False,158
3,2010-08-29T06:47:49.467,389,Teacher,False,128
3,2010-08-29T08:03:23.923,390,Teacher,False,158
3,2010-08-29T08:08:24.120,391,Student,False,94
3,2010-08-29T08:13:43.283,392,Supporter,False,159
3,2010-08-29T08:13:43.297,393,Autobiographer,False,159
3,2010-08-29T08:18:43.337,394,Nice Question,False,8
3,2010-08-29T11:43:43.203,397,Autobiographer,False,161
3,2010-08-29T16:13:53.567,398,Teacher,False,161
3,2010-08-29T16:13:53.643,399,Autobiographer,False,163
3,2010-08-29T17:48:53.763,400,Teacher,False,163
3,2010-08-29T18:28:53.650,401,Scholar,False,76
3,2010-08-29T20:13:53.913,403,Scholar,False,134
3,2010-08-29T22:33:54.137,404,Editor,False,105
3,2010-08-29T22:53:59.353,405,Autobiographer,False,166
3,2010-08-30T00:14:32.940,406,Editor,False,134
3,2010-08-30T00:19:33.163,407,Teacher,False,166
3,2010-08-30T01:50:10.757,408,Editor,False,153
3,2010-08-30T02:30:11.707,409,Supporter,False,167
3,2010-08-30T02:40:11.673,410,Autobiographer,False,157
3,2010-08-30T03:25:11.847,411,Critic,False,167
3,2010-08-30T07:40:12.083,412,Scholar,False,126
3,2010-08-30T07:50:11.960,413,Teacher,False,105
3,2010-08-30T09:35:12.037,414,Editor,False,83
3,2010-08-30T10:15:14.213,415,Commentator,False,19
3,2010-08-30T12:05:43.677,416,Teacher,False,63
3,2010-08-30T13:55:43.953,417,Supporter,False,84
3,2010-08-30T13:55:43.970,418,Autobiographer,False,168
3,2010-08-30T15:00:44.417,419,Supporter,False,146
3,2010-08-30T15:00:44.447,420,Supporter,False,168
3,2010-08-30T15:35:44.197,421,Student,False,106
3,2010-08-30T16:25:44.123,422,Teacher,False,167
3,2010-08-30T16:35:53.213,423,Teacher,False,83
3,2010-08-30T16:40:44.107,424,Supporter,False,117
3,2010-08-30T16:40:44.123,425,Scholar,False,117
3,2010-08-30T16:45:44.240,426,Scholar,False,17
3,2010-08-30T17:00:44.160,427,Self-Learner,False,134
3,2010-08-30T17:00:44.317,428,Commentator,False,76
3,2010-08-30T17:20:44.167,429,Student,False,157
3,2010-08-30T17:30:44.333,430,Student,False,117
3,2010-08-30T17:40:44.283,431,Editor,False,87
3,2010-08-30T17:40:44.503,432,Autobiographer,False,169
3,2010-08-30T19:20:44.543,433,Teacher,False,169
3,2010-08-30T19:25:44.487,434,Teacher,False,17
3,2010-08-30T19:25:44.720,435,Teacher,False,170
3,2010-08-30T19:25:44.797,436,Scholar,False,11
3,2010-08-30T19:50:44.483,437,Supporter,False,163
3,2010-08-30T20:05:44.463,438,Supporter,False,171
3,2010-08-30T20:10:44.560,439,Benefactor,False,11
3,2010-08-30T21:45:44.950,440,Autobiographer,False,172
3,2010-08-30T22:20:44.933,441,Critic,False,47
3,2010-08-30T22:20:45.010,442,Nice Answer,False,23
3,2010-08-31T00:06:01.440,443,Student,False,20
2,2010-08-31T00:16:01.383,444,Enlightened,False,23
3,2010-08-31T01:06:01.687,445,Scholar,False,106
3,2010-08-31T07:01:01.810,446,Organizer,False,126
3,2010-08-31T07:36:01.773,447,Teacher,False,94
3,2010-08-31T09:31:11.040,448,Commentator,False,115
3,2010-08-31T09:46:11.030,450,Supporter,False,152
3,2010-08-31T09:46:11.153,451,Nice Answer,False,76
3,2010-08-31T13:06:11.367,453,Editor,False,27
3,2010-08-31T14:56:11.427,454,Editor,False,9
3,2010-08-31T16:21:11.550,455,Critic,False,30
3,2010-08-31T16:51:11.803,456,Supporter,False,166
3,2010-08-31T18:11:11.803,457,Student,False,9
3,2010-08-31T18:21:11.793,458,Editor,False,30
3,2010-08-31T18:46:11.967,459,Critic,False,157
3,2010-08-31T19:46:11.903,460,Editor,False,167
3,2010-08-31T20:01:11.927,461,Supporter,False,174
3,2010-08-31T20:01:11.943,462,Autobiographer,False,174
3,2010-08-31T20:21:12.097,463,Supporter,False,153
3,2010-08-31T20:56:12.027,464,Student,False,152
3,2010-08-31T22:51:12.160,465,Scholar,False,15
3,2010-09-01T03:16:14.097,467,Supporter,False,175
3,2010-09-01T03:21:14.293,468,Nice Answer,False,23
3,2010-09-01T05:01:14.460,469,Student,False,175
3,2010-09-01T05:31:14.680,470,Student,False,174
3,2010-09-01T12:21:26.150,471,Nice Answer,False,76
3,2010-09-01T12:21:26.273,472,Nice Question,False,17
2,2010-09-01T12:21:26.350,473,Enlightened,False,76
3,2010-09-01T15:46:26.443,474,Editor,False,96
3,2010-09-01T16:16:26.490,475,Editor,False,174
3,2010-09-01T16:46:26.570,476,Commentator,False,30
3,2010-09-01T17:31:26.697,477,Student,False,132
3,2010-09-01T17:41:26.913,478,Supporter,False,169
3,2010-09-01T18:56:26.717,479,Scholar,False,86
3,2010-09-01T19:01:26.817,480,Supporter,False,86
3,2010-09-01T19:26:26.770,481,Teacher,False,178
3,2010-09-01T20:26:26.980,482,Editor,False,169
3,2010-09-01T23:21:43.643,483,Editor,False,157
3,2010-09-02T00:21:44.507,484,Commentator,False,157
3,2010-09-02T00:26:44.587,485,Editor,False,163
3,2010-09-02T00:36:44.517,486,Student,False,169
3,2010-09-02T01:36:44.637,487,Editor,False,80
3,2010-09-02T03:31:45.543,488,Student,False,19
3,2010-09-02T03:31:45.670,489,Student,False,128
3,2010-09-02T04:01:45.353,490,Student,False,66
2,2010-09-02T05:46:45.947,491,Beta,False,8
2,2010-09-02T05:46:45.960,492,Beta,False,9
2,2010-09-02T05:46:45.960,493,Beta,False,11
2,2010-09-02T05:46:45.960,494,Beta,False,17
2,2010-09-02T05:46:45.960,495,Beta,False,19
2,2010-09-02T05:46:45.977,496,Beta,False,20
2,2010-09-02T05:46:45.977,497,Beta,False,23
2,2010-09-02T05:46:45.977,498,Beta,False,25
2,2010-09-02T05:46:45.977,499,Beta,False,27
2,2010-09-02T05:46:45.977,500,Beta,False,28
2,2010-09-02T05:46:45.977,501,Beta,False,29
2,2010-09-02T05:46:45.993,502,Beta,False,30
2,2010-09-02T05:46:45.993,503,Beta,False,32
2,2010-09-02T05:46:45.993,504,Beta,False,33
2,2010-09-02T05:46:45.993,505,Beta,False,37
2,2010-09-02T05:46:45.993,506,Beta,False,39
2,2010-09-02T05:46:45.993,507,Beta,False,47
2,2010-09-02T05:46:46.007,508,Beta,False,48
2,2010-09-02T05:46:46.007,509,Beta,False,49
2,2010-09-02T05:46:46.007,510,Beta,False,50
